SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Sales Amount
54540002,-1,27025,480,2023-08-18,2023-08-28,2023-08-25,1,1,2.29,2.29,0.0,0.86,0.86,2.29
54541001,-1,26175,541,2023-08-18,2023-08-28,2023-08-25,1,1,28.99,28.99,0.0,10.84,10.84,28.99
54541002,-1,26175,530,2023-08-18,2023-08-28,2023-08-25,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54541003,-1,26175,487,2023-08-18,2023-08-28,2023-08-25,1,1,54.99,54.99,0.0,20.57,20.57,54.99
54542001,-1,28682,529,2023-08-18,2023-08-28,2023-08-25,4,1,3.99,3.99,0.0,1.49,1.49,3.99
54542002,-1,28682,539,2023-08-18,2023-08-28,2023-08-25,4,1,24.99,24.99,0.0,9.35,9.35,24.99
54542003,-1,28682,217,2023-08-18,2023-08-28,2023-08-25,4,1,34.99,34.99,0.0,13.09,13.09,34.99
54543001,-1,25152,540,2023-08-18,2023-08-28,2023-08-25,4,1,32.6,32.6,0.0,12.19,12.19,32.6
54543002,-1,25152,480,2023-08-18,2023-08-28,2023-08-25,4,1,2.29,2.29,0.0,0.86,0.86,2.29
54544001,-1,24450,540,2023-08-18,2023-08-28,2023-08-25,1,1,32.6,32.6,0.0,12.19,12.19,32.6
54544002,-1,24450,217,2023-08-18,2023-08-28,2023-08-25,1,1,34.99,34.99,0.0,13.09,13.09,34.99
54545001,-1,24314,463,2023-08-18,2023-08-28,2023-08-25,4,1,24.49,24.49,0.0,9.16,9.16,24.49
54545002,-1,24314,540,2023-08-18,2023-08-28,2023-08-25,4,1,32.6,32.6,0.0,12.19,12.19,32.6
54546001,-1,23132,536,2023-08-18,2023-08-28,2023-08-25,4,1,29.99,29.99,0.0,11.22,11.22,29.99
54546002,-1,23132,480,2023-08-18,2023-08-28,2023-08-25,4,1,2.29,2.29,0.0,0.86,0.86,2.29
54546003,-1,23132,484,2023-08-18,2023-08-28,2023-08-25,4,1,7.95,7.95,0.0,2.97,2.97,7.95
54546004,-1,23132,483,2023-08-18,2023-08-28,2023-08-25,4,1,120.0,120.0,0.0,44.88,44.88,120.0
54547001,-1,23894,528,2023-08-18,2023-08-28,2023-08-25,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54547002,-1,23894,536,2023-08-18,2023-08-28,2023-08-25,1,1,29.99,29.99,0.0,11.22,11.22,29.99
54547003,-1,23894,217,2023-08-18,2023-08-28,2023-08-25,1,1,34.99,34.99,0.0,13.09,13.09,34.99
54548001,-1,11740,528,2023-08-18,2023-08-28,2023-08-25,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54548002,-1,11740,536,2023-08-18,2023-08-28,2023-08-25,6,1,29.99,29.99,0.0,11.22,11.22,29.99
54548003,-1,11740,480,2023-08-18,2023-08-28,2023-08-25,6,1,2.29,2.29,0.0,0.86,0.86,2.29
54549001,-1,18554,536,2023-08-18,2023-08-28,2023-08-25,6,1,29.99,29.99,0.0,11.22,11.22,29.99
54549002,-1,18554,528,2023-08-18,2023-08-28,2023-08-25,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54549003,-1,18554,214,2023-08-18,2023-08-28,2023-08-25,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54550001,-1,11185,536,2023-08-18,2023-08-28,2023-08-25,6,1,29.99,29.99,0.0,11.22,11.22,29.99
54550002,-1,11185,528,2023-08-18,2023-08-28,2023-08-25,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54550003,-1,11185,214,2023-08-18,2023-08-28,2023-08-25,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54551001,-1,23251,478,2023-08-18,2023-08-28,2023-08-25,1,1,9.99,9.99,0.0,3.74,3.74,9.99
54551002,-1,23251,217,2023-08-18,2023-08-28,2023-08-25,1,1,34.99,34.99,0.0,13.09,13.09,34.99
54552001,-1,13185,478,2023-08-18,2023-08-28,2023-08-25,6,1,9.99,9.99,0.0,3.74,3.74,9.99
54552002,-1,13185,477,2023-08-18,2023-08-28,2023-08-25,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54552003,-1,13185,487,2023-08-18,2023-08-28,2023-08-25,6,1,54.99,54.99,0.0,20.57,20.57,54.99
54553001,-1,21698,478,2023-08-18,2023-08-28,2023-08-25,4,1,9.99,9.99,0.0,3.74,3.74,9.99
54553002,-1,21698,477,2023-08-18,2023-08-28,2023-08-25,4,1,4.99,4.99,0.0,1.87,1.87,4.99
54554001,-1,19852,476,2023-08-18,2023-08-28,2023-08-25,1,1,69.99,69.99,0.0,26.18,26.18,69.99
54555001,-1,18523,476,2023-08-18,2023-08-28,2023-08-25,6,1,69.99,69.99,0.0,26.18,26.18,69.99
54555002,-1,18523,228,2023-08-18,2023-08-28,2023-08-25,6,1,49.99,49.99,0.0,38.49,38.49,49.99
54555003,-1,18523,225,2023-08-18,2023-08-28,2023-08-25,6,1,8.99,8.99,0.0,6.92,6.92,8.99
54556001,-1,18552,477,2023-08-18,2023-08-28,2023-08-25,4,1,4.99,4.99,0.0,1.87,1.87,4.99
54557001,-1,18374,477,2023-08-18,2023-08-28,2023-08-25,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54557002,-1,18374,484,2023-08-18,2023-08-28,2023-08-25,1,1,7.95,7.95,0.0,2.97,2.97,7.95
54558001,-1,17431,477,2023-08-18,2023-08-28,2023-08-25,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54559001,-1,17488,477,2023-08-18,2023-08-28,2023-08-25,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54560001,-1,16044,528,2023-08-18,2023-08-28,2023-08-25,8,1,4.99,4.99,0.0,1.87,1.87,4.99
54560002,-1,16044,471,2023-08-18,2023-08-28,2023-08-25,8,1,63.5,63.5,0.0,23.75,23.75,63.5
54561001,-1,16295,529,2023-08-18,2023-08-28,2023-08-25,7,1,3.99,3.99,0.0,1.49,1.49,3.99
54561002,-1,16295,539,2023-08-18,2023-08-28,2023-08-25,7,1,24.99,24.99,0.0,9.35,9.35,24.99
54561003,-1,16295,217,2023-08-18,2023-08-28,2023-08-25,7,1,34.99,34.99,0.0,13.09,13.09,34.99
54561004,-1,16295,228,2023-08-18,2023-08-28,2023-08-25,7,1,49.99,49.99,0.0,38.49,38.49,49.99
54561005,-1,16295,465,2023-08-18,2023-08-28,2023-08-25,7,1,24.49,24.49,0.0,9.16,9.16,24.49
54562001,-1,13764,528,2023-08-18,2023-08-28,2023-08-25,7,1,4.99,4.99,0.0,1.87,1.87,4.99
54562002,-1,13764,537,2023-08-18,2023-08-28,2023-08-25,7,1,35.0,35.0,0.0,13.09,13.09,35.0
54562003,-1,13764,214,2023-08-18,2023-08-28,2023-08-25,7,1,34.99,34.99,0.0,13.09,13.09,34.99
54563001,-1,14811,539,2023-08-18,2023-08-28,2023-08-25,8,1,24.99,24.99,0.0,9.35,9.35,24.99
54563002,-1,14811,529,2023-08-18,2023-08-28,2023-08-25,8,1,3.99,3.99,0.0,1.49,1.49,3.99
54563003,-1,14811,484,2023-08-18,2023-08-28,2023-08-25,8,1,7.95,7.95,0.0,2.97,2.97,7.95
54564001,-1,27001,538,2023-08-18,2023-08-28,2023-08-25,8,1,21.49,21.49,0.0,8.04,8.04,21.49
54564002,-1,27001,225,2023-08-18,2023-08-28,2023-08-25,8,1,8.99,8.99,0.0,6.92,6.92,8.99
54565001,-1,14535,541,2023-08-18,2023-08-28,2023-08-25,10,1,28.99,28.99,0.0,10.84,10.84,28.99
54566001,-1,27836,530,2023-08-18,2023-08-28,2023-08-25,7,1,4.99,4.99,0.0,1.87,1.87,4.99
54567001,-1,27926,530,2023-08-18,2023-08-28,2023-08-25,7,1,4.99,4.99,0.0,1.87,1.87,4.99
54568001,-1,28423,530,2023-08-18,2023-08-28,2023-08-25,8,1,4.99,4.99,0.0,1.87,1.87,4.99
54568002,-1,28423,541,2023-08-18,2023-08-28,2023-08-25,8,1,28.99,28.99,0.0,10.84,10.84,28.99
54569001,-1,26841,530,2023-08-18,2023-08-28,2023-08-25,7,1,4.99,4.99,0.0,1.87,1.87,4.99
54569002,-1,26841,541,2023-08-18,2023-08-28,2023-08-25,7,1,28.99,28.99,0.0,10.84,10.84,28.99
54569003,-1,26841,225,2023-08-18,2023-08-28,2023-08-25,7,1,8.99,8.99,0.0,6.92,6.92,8.99
54569004,-1,26841,217,2023-08-18,2023-08-28,2023-08-25,7,1,34.99,34.99,0.0,13.09,13.09,34.99
54570001,-1,12568,541,2023-08-18,2023-08-28,2023-08-25,10,1,28.99,28.99,0.0,10.84,10.84,28.99
54570002,-1,12568,530,2023-08-18,2023-08-28,2023-08-25,10,1,4.99,4.99,0.0,1.87,1.87,4.99
54570003,-1,12568,465,2023-08-18,2023-08-28,2023-08-25,10,1,24.49,24.49,0.0,9.16,9.16,24.49
54571001,-1,15860,598,2023-08-18,2023-08-28,2023-08-25,1,1,539.99,539.99,0.0,294.58,294.58,539.99
54572001,-1,13938,588,2023-08-18,2023-08-28,2023-08-25,4,1,769.49,769.49,0.0,419.78,419.78,769.49
54572002,-1,13938,536,2023-08-18,2023-08-28,2023-08-25,4,1,29.99,29.99,0.0,11.22,11.22,29.99
54572003,-1,13938,528,2023-08-18,2023-08-28,2023-08-25,4,1,4.99,4.99,0.0,1.87,1.87,4.99
54572004,-1,13938,214,2023-08-18,2023-08-28,2023-08-25,4,1,34.99,34.99,0.0,13.09,13.09,34.99
54572005,-1,13938,228,2023-08-18,2023-08-28,2023-08-25,4,1,49.99,49.99,0.0,38.49,38.49,49.99
54573001,-1,12189,359,2023-08-18,2023-08-28,2023-08-25,4,1,2294.99,2294.99,0.0,1251.98,1251.98,2294.99
54573002,-1,12189,485,2023-08-18,2023-08-28,2023-08-25,4,1,21.98,21.98,0.0,8.22,8.22,21.98
54573003,-1,12189,487,2023-08-18,2023-08-28,2023-08-25,4,1,54.99,54.99,0.0,20.57,20.57,54.99
54574001,-1,12710,357,2023-08-18,2023-08-28,2023-08-25,6,1,2319.99,2319.99,0.0,1265.62,1265.62,2319.99
54574002,-1,12710,222,2023-08-18,2023-08-28,2023-08-25,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54575001,-1,18739,582,2023-08-18,2023-08-28,2023-08-25,9,1,1700.99,1700.99,0.0,1082.51,1082.51,1700.99
54575002,-1,18739,529,2023-08-18,2023-08-28,2023-08-25,9,1,3.99,3.99,0.0,1.49,1.49,3.99
54575003,-1,18739,539,2023-08-18,2023-08-28,2023-08-25,9,1,24.99,24.99,0.0,9.35,9.35,24.99
54575004,-1,18739,472,2023-08-18,2023-08-28,2023-08-25,9,1,63.5,63.5,0.0,23.75,23.75,63.5
54576001,-1,26774,605,2023-08-18,2023-08-28,2023-08-25,9,1,539.99,539.99,0.0,343.65,343.65,539.99
54576002,-1,26774,481,2023-08-18,2023-08-28,2023-08-25,9,1,8.99,8.99,0.0,3.36,3.36,8.99
54577001,-1,18737,380,2023-08-18,2023-08-28,2023-08-25,9,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54578001,-1,18747,372,2023-08-18,2023-08-28,2023-08-25,9,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54578002,-1,18747,479,2023-08-18,2023-08-28,2023-08-25,9,1,8.99,8.99,0.0,3.36,3.36,8.99
54578003,-1,18747,477,2023-08-18,2023-08-28,2023-08-25,9,1,4.99,4.99,0.0,1.87,1.87,4.99
54578004,-1,18747,488,2023-08-18,2023-08-28,2023-08-25,9,1,53.99,53.99,0.0,41.57,41.57,53.99
54579001,-1,18710,376,2023-08-18,2023-08-28,2023-08-25,9,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54579002,-1,18710,479,2023-08-18,2023-08-28,2023-08-25,9,1,8.99,8.99,0.0,3.36,3.36,8.99
54579003,-1,18710,477,2023-08-18,2023-08-28,2023-08-25,9,1,4.99,4.99,0.0,1.87,1.87,4.99
54579004,-1,18710,491,2023-08-18,2023-08-28,2023-08-25,9,1,53.99,53.99,0.0,41.57,41.57,53.99
54579005,-1,18710,225,2023-08-18,2023-08-28,2023-08-25,9,1,8.99,8.99,0.0,6.92,6.92,8.99
54580001,-1,28841,568,2023-08-18,2023-08-28,2023-08-25,4,1,742.35,742.35,0.0,461.44,461.44,742.35
54580002,-1,28841,479,2023-08-18,2023-08-28,2023-08-25,4,1,8.99,8.99,0.0,3.36,3.36,8.99
54580003,-1,28841,477,2023-08-18,2023-08-28,2023-08-25,4,1,4.99,4.99,0.0,1.87,1.87,4.99
54581001,-1,16754,569,2023-08-18,2023-08-28,2023-08-25,6,1,742.35,742.35,0.0,461.44,461.44,742.35
54581002,-1,16754,479,2023-08-18,2023-08-28,2023-08-25,6,1,8.99,8.99,0.0,3.36,3.36,8.99
54581003,-1,16754,477,2023-08-18,2023-08-28,2023-08-25,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54582001,-1,11906,357,2023-08-18,2023-08-28,2023-08-25,9,1,2319.99,2319.99,0.0,1265.62,1265.62,2319.99
54582002,-1,11906,485,2023-08-18,2023-08-28,2023-08-25,9,1,21.98,21.98,0.0,8.22,8.22,21.98
54582003,-1,11906,478,2023-08-18,2023-08-28,2023-08-25,9,1,9.99,9.99,0.0,3.74,3.74,9.99
54582004,-1,11906,477,2023-08-18,2023-08-28,2023-08-25,9,1,4.99,4.99,0.0,1.87,1.87,4.99
54582005,-1,11906,222,2023-08-18,2023-08-28,2023-08-25,9,1,34.99,34.99,0.0,13.09,13.09,34.99
54583001,-1,24734,574,2023-08-18,2023-08-28,2023-08-25,1,1,2384.07,2384.07,0.0,1481.94,1481.94,2384.07
54583002,-1,24734,477,2023-08-18,2023-08-28,2023-08-25,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54583003,-1,24734,479,2023-08-18,2023-08-28,2023-08-25,1,1,8.99,8.99,0.0,3.36,3.36,8.99
54583004,-1,24734,217,2023-08-18,2023-08-28,2023-08-25,1,1,34.99,34.99,0.0,13.09,13.09,34.99
54583005,-1,24734,234,2023-08-18,2023-08-28,2023-08-25,1,1,49.99,49.99,0.0,38.49,38.49,49.99
54583006,-1,24734,225,2023-08-18,2023-08-28,2023-08-25,1,1,8.99,8.99,0.0,6.92,6.92,8.99
54584001,-1,21903,606,2023-08-18,2023-08-28,2023-08-25,4,1,539.99,539.99,0.0,343.65,343.65,539.99
54584002,-1,21903,225,2023-08-18,2023-08-28,2023-08-25,4,1,8.99,8.99,0.0,6.92,6.92,8.99
54585001,-1,18495,374,2023-08-19,2023-08-29,2023-08-26,9,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54586001,-1,18496,372,2023-08-19,2023-08-29,2023-08-26,9,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54586002,-1,18496,529,2023-08-19,2023-08-29,2023-08-26,9,1,3.99,3.99,0.0,1.49,1.49,3.99
54586003,-1,18496,471,2023-08-19,2023-08-29,2023-08-26,9,1,63.5,63.5,0.0,23.75,23.75,63.5
54586004,-1,18496,540,2023-08-19,2023-08-29,2023-08-26,9,1,32.6,32.6,0.0,12.19,12.19,32.6
54587001,-1,16515,388,2023-08-19,2023-08-29,2023-08-26,9,1,1120.49,1120.49,0.0,713.08,713.08,1120.49
54587002,-1,16515,214,2023-08-19,2023-08-29,2023-08-26,9,1,34.99,34.99,0.0,13.09,13.09,34.99
54588001,-1,24889,386,2023-08-19,2023-08-29,2023-08-26,9,1,1120.49,1120.49,0.0,713.08,713.08,1120.49
54588002,-1,24889,539,2023-08-19,2023-08-29,2023-08-26,9,1,24.99,24.99,0.0,9.35,9.35,24.99
54588003,-1,24889,529,2023-08-19,2023-08-29,2023-08-26,9,1,3.99,3.99,0.0,1.49,1.49,3.99
54588004,-1,24889,483,2023-08-19,2023-08-29,2023-08-26,9,1,120.0,120.0,0.0,44.88,44.88,120.0
54589001,-1,11575,359,2023-08-19,2023-08-29,2023-08-26,10,1,2294.99,2294.99,0.0,1251.98,1251.98,2294.99
54590001,-1,11564,353,2023-08-19,2023-08-29,2023-08-26,8,1,2319.99,2319.99,0.0,1265.62,1265.62,2319.99
54591001,-1,22006,528,2023-08-19,2023-08-29,2023-08-26,9,1,4.99,4.99,0.0,1.87,1.87,4.99
54591002,-1,22006,537,2023-08-19,2023-08-29,2023-08-26,9,1,35.0,35.0,0.0,13.09,13.09,35.0
54591003,-1,22006,480,2023-08-19,2023-08-29,2023-08-26,9,1,2.29,2.29,0.0,0.86,0.86,2.29
54592001,-1,21406,528,2023-08-19,2023-08-29,2023-08-26,9,1,4.99,4.99,0.0,1.87,1.87,4.99
54592002,-1,21406,537,2023-08-19,2023-08-29,2023-08-26,9,1,35.0,35.0,0.0,13.09,13.09,35.0
54592003,-1,21406,217,2023-08-19,2023-08-29,2023-08-26,9,1,34.99,34.99,0.0,13.09,13.09,34.99
54593001,-1,11071,478,2023-08-19,2023-08-29,2023-08-26,9,1,9.99,9.99,0.0,3.74,3.74,9.99
54593002,-1,11071,477,2023-08-19,2023-08-29,2023-08-26,9,1,4.99,4.99,0.0,1.87,1.87,4.99
54594001,-1,11114,484,2023-08-19,2023-08-29,2023-08-26,9,1,7.95,7.95,0.0,2.97,2.97,7.95
54595001,-1,26784,529,2023-08-19,2023-08-29,2023-08-26,9,1,3.99,3.99,0.0,1.49,1.49,3.99
54595002,-1,26784,217,2023-08-19,2023-08-29,2023-08-26,9,1,34.99,34.99,0.0,13.09,13.09,34.99
54595003,-1,26784,234,2023-08-19,2023-08-29,2023-08-26,9,1,49.99,49.99,0.0,38.49,38.49,49.99
54596001,-1,12036,480,2023-08-19,2023-08-29,2023-08-26,9,1,2.29,2.29,0.0,0.86,0.86,2.29
54597001,-1,14312,486,2023-08-19,2023-08-29,2023-08-26,9,1,159.0,159.0,0.0,59.47,59.47,159.0
54598001,-1,21103,581,2023-08-19,2023-08-29,2023-08-26,10,1,1700.99,1700.99,0.0,1082.51,1082.51,1700.99
54598002,-1,21103,477,2023-08-19,2023-08-29,2023-08-26,10,1,4.99,4.99,0.0,1.87,1.87,4.99
54598003,-1,21103,479,2023-08-19,2023-08-29,2023-08-26,10,1,8.99,8.99,0.0,3.36,3.36,8.99
54598004,-1,21103,225,2023-08-19,2023-08-29,2023-08-26,10,1,8.99,8.99,0.0,6.92,6.92,8.99
54599001,-1,17635,580,2023-08-19,2023-08-29,2023-08-26,8,1,1700.99,1700.99,0.0,1082.51,1082.51,1700.99
54599002,-1,17635,225,2023-08-19,2023-08-29,2023-08-26,8,1,8.99,8.99,0.0,6.92,6.92,8.99
54600001,-1,14956,597,2023-08-19,2023-08-29,2023-08-26,8,1,539.99,539.99,0.0,294.58,294.58,539.99
54600002,-1,14956,535,2023-08-19,2023-08-29,2023-08-26,8,1,24.99,24.99,0.0,9.35,9.35,24.99
54600003,-1,14956,480,2023-08-19,2023-08-29,2023-08-26,8,1,2.29,2.29,0.0,0.86,0.86,2.29
54601001,-1,27937,380,2023-08-19,2023-08-29,2023-08-26,8,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54601002,-1,27937,540,2023-08-19,2023-08-29,2023-08-26,8,1,32.6,32.6,0.0,12.19,12.19,32.6
54601003,-1,27937,529,2023-08-19,2023-08-29,2023-08-26,8,1,3.99,3.99,0.0,1.49,1.49,3.99
54601004,-1,27937,480,2023-08-19,2023-08-29,2023-08-26,8,1,2.29,2.29,0.0,0.86,0.86,2.29
54601005,-1,27937,486,2023-08-19,2023-08-29,2023-08-26,8,1,159.0,159.0,0.0,59.47,59.47,159.0
54602001,-1,12323,378,2023-08-19,2023-08-29,2023-08-26,7,1,2443.35,2443.35,0.0,1554.95,1554.95,2443.35
54602002,-1,12323,479,2023-08-19,2023-08-29,2023-08-26,7,1,8.99,8.99,0.0,3.36,3.36,8.99
54602003,-1,12323,477,2023-08-19,2023-08-29,2023-08-26,7,1,4.99,4.99,0.0,1.87,1.87,4.99
54602004,-1,12323,222,2023-08-19,2023-08-29,2023-08-26,7,1,34.99,34.99,0.0,13.09,13.09,34.99
54602005,-1,12323,225,2023-08-19,2023-08-29,2023-08-26,7,1,8.99,8.99,0.0,6.92,6.92,8.99
54603001,-1,11603,357,2023-08-19,2023-08-29,2023-08-26,10,1,2319.99,2319.99,0.0,1265.62,1265.62,2319.99
54604001,-1,13560,355,2023-08-19,2023-08-29,2023-08-26,8,1,2319.99,2319.99,0.0,1265.62,1265.62,2319.99
54604002,-1,13560,478,2023-08-19,2023-08-29,2023-08-26,8,1,9.99,9.99,0.0,3.74,3.74,9.99
54604003,-1,13560,477,2023-08-19,2023-08-29,2023-08-26,8,1,4.99,4.99,0.0,1.87,1.87,4.99
54605001,-1,11199,529,2023-08-19,2023-08-29,2023-08-26,4,1,3.99,3.99,0.0,1.49,1.49,3.99
54605002,-1,11199,480,2023-08-19,2023-08-29,2023-08-26,4,1,2.29,2.29,0.0,0.86,0.86,2.29
54606001,-1,28143,225,2023-08-19,2023-08-29,2023-08-26,1,1,8.99,8.99,0.0,6.92,6.92,8.99
54606002,-1,28143,530,2023-08-19,2023-08-29,2023-08-26,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54607001,-1,12064,231,2023-08-19,2023-08-29,2023-08-26,1,1,49.99,49.99,0.0,38.49,38.49,49.99
54607002,-1,12064,463,2023-08-19,2023-08-29,2023-08-26,1,1,24.49,24.49,0.0,9.16,9.16,24.49
54608001,-1,28981,539,2023-08-19,2023-08-29,2023-08-26,4,1,24.99,24.99,0.0,9.35,9.35,24.99
54608002,-1,28981,480,2023-08-19,2023-08-29,2023-08-26,4,1,2.29,2.29,0.0,0.86,0.86,2.29
54609001,-1,19223,538,2023-08-19,2023-08-29,2023-08-26,6,1,21.49,21.49,0.0,8.04,8.04,21.49
54610001,-1,11502,529,2023-08-19,2023-08-29,2023-08-26,6,1,3.99,3.99,0.0,1.49,1.49,3.99
54610002,-1,11502,539,2023-08-19,2023-08-29,2023-08-26,6,1,24.99,24.99,0.0,9.35,9.35,24.99
54610003,-1,11502,217,2023-08-19,2023-08-29,2023-08-26,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54610004,-1,11502,488,2023-08-19,2023-08-29,2023-08-26,6,1,53.99,53.99,0.0,41.57,41.57,53.99
54611001,-1,19836,536,2023-08-19,2023-08-29,2023-08-26,6,1,29.99,29.99,0.0,11.22,11.22,29.99
54611002,-1,19836,482,2023-08-19,2023-08-29,2023-08-26,6,1,8.99,8.99,0.0,3.36,3.36,8.99
54612001,-1,11824,528,2023-08-19,2023-08-29,2023-08-26,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54612002,-1,11824,536,2023-08-19,2023-08-29,2023-08-26,6,1,29.99,29.99,0.0,11.22,11.22,29.99
54612003,-1,11824,217,2023-08-19,2023-08-29,2023-08-26,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54613001,-1,22009,478,2023-08-19,2023-08-29,2023-08-26,4,1,9.99,9.99,0.0,3.74,3.74,9.99
54614001,-1,19015,528,2023-08-19,2023-08-29,2023-08-26,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54614002,-1,19015,536,2023-08-19,2023-08-29,2023-08-26,6,1,29.99,29.99,0.0,11.22,11.22,29.99
54614003,-1,19015,222,2023-08-19,2023-08-29,2023-08-26,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54614004,-1,19015,463,2023-08-19,2023-08-29,2023-08-26,6,1,24.49,24.49,0.0,9.16,9.16,24.49
54615001,-1,22226,528,2023-08-19,2023-08-29,2023-08-26,4,1,4.99,4.99,0.0,1.87,1.87,4.99
54615002,-1,22226,536,2023-08-19,2023-08-29,2023-08-26,4,1,29.99,29.99,0.0,11.22,11.22,29.99
54616001,-1,23051,536,2023-08-19,2023-08-29,2023-08-26,1,1,29.99,29.99,0.0,11.22,11.22,29.99
54616002,-1,23051,528,2023-08-19,2023-08-29,2023-08-26,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54617001,-1,14502,477,2023-08-19,2023-08-29,2023-08-26,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54617002,-1,14502,478,2023-08-19,2023-08-29,2023-08-26,6,1,9.99,9.99,0.0,3.74,3.74,9.99
54618001,-1,14725,478,2023-08-19,2023-08-29,2023-08-26,6,1,9.99,9.99,0.0,3.74,3.74,9.99
54618002,-1,14725,477,2023-08-19,2023-08-29,2023-08-26,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54618003,-1,14725,487,2023-08-19,2023-08-29,2023-08-26,6,1,54.99,54.99,0.0,20.57,20.57,54.99
54619001,-1,20308,474,2023-08-19,2023-08-29,2023-08-26,4,1,69.99,69.99,0.0,26.18,26.18,69.99
54620001,-1,20121,474,2023-08-19,2023-08-29,2023-08-26,1,1,69.99,69.99,0.0,26.18,26.18,69.99
54621001,-1,18521,475,2023-08-19,2023-08-29,2023-08-26,4,1,69.99,69.99,0.0,26.18,26.18,69.99
54621002,-1,18521,228,2023-08-19,2023-08-29,2023-08-26,4,1,49.99,49.99,0.0,38.49,38.49,49.99
54622001,-1,18601,475,2023-08-19,2023-08-29,2023-08-26,4,1,69.99,69.99,0.0,26.18,26.18,69.99
54623001,-1,23798,477,2023-08-19,2023-08-29,2023-08-26,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54623002,-1,23798,487,2023-08-19,2023-08-29,2023-08-26,6,1,54.99,54.99,0.0,20.57,20.57,54.99
54623003,-1,23798,484,2023-08-19,2023-08-29,2023-08-26,6,1,7.95,7.95,0.0,2.97,2.97,7.95
54624001,-1,16965,477,2023-08-19,2023-08-29,2023-08-26,4,1,4.99,4.99,0.0,1.87,1.87,4.99
54624002,-1,16965,222,2023-08-19,2023-08-29,2023-08-26,4,1,34.99,34.99,0.0,13.09,13.09,34.99
54625001,-1,15406,528,2023-08-19,2023-08-29,2023-08-26,1,1,4.99,4.99,0.0,1.87,1.87,4.99
54625002,-1,15406,480,2023-08-19,2023-08-29,2023-08-26,1,1,2.29,2.29,0.0,0.86,0.86,2.29
54626001,-1,27300,528,2023-08-19,2023-08-29,2023-08-26,6,1,4.99,4.99,0.0,1.87,1.87,4.99
54626002,-1,27300,480,2023-08-19,2023-08-29,2023-08-26,6,1,2.29,2.29,0.0,0.86,0.86,2.29
54627001,-1,18919,485,2023-08-19,2023-08-29,2023-08-26,6,1,21.98,21.98,0.0,8.22,8.22,21.98
54627002,-1,18919,217,2023-08-19,2023-08-29,2023-08-26,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54627003,-1,18919,234,2023-08-19,2023-08-29,2023-08-26,6,1,49.99,49.99,0.0,38.49,38.49,49.99
54628001,-1,16059,528,2023-08-19,2023-08-29,2023-08-26,8,1,4.99,4.99,0.0,1.87,1.87,4.99
54628002,-1,16059,485,2023-08-19,2023-08-29,2023-08-26,8,1,21.98,21.98,0.0,8.22,8.22,21.98
54628003,-1,16059,483,2023-08-19,2023-08-29,2023-08-26,8,1,120.0,120.0,0.0,44.88,44.88,120.0
54629001,-1,20086,485,2023-08-19,2023-08-29,2023-08-26,6,1,21.98,21.98,0.0,8.22,8.22,21.98
54629002,-1,20086,217,2023-08-19,2023-08-29,2023-08-26,6,1,34.99,34.99,0.0,13.09,13.09,34.99
54630001,-1,17631,529,2023-08-19,2023-08-29,2023-08-26,8,1,3.99,3.99,0.0,1.49,1.49,3.99
54630002,-1,17631,217,2023-08-19,2023-08-29,2023-08-26,8,1,34.99,34.99,0.0,13.09,13.09,34.99
54630003,-1,17631,231,2023-08-19,2023-08-29,2023-08-26,8,1,49.99,49.99,0.0,38.49,38.49,49.99
